15	-20
14	-20
14	-21
13	-21
12	-21
12	-22
11	-22
11	-23
12	-23
12	-24
11	-24
10	-24
10	-23
9	-23
8	-23
8	-24
9	-24
9	-25
8	-25
8	-26
8	-27
9	-27
9	-26
10	-26
10	-27
10	-28
11	-28
11	-27
11	-26
12	-26
13	-26
14	-26
15	-26
15	-27
15	-28
14	-28
13	-28
13	-29
13	-30
12	-30
12	-31
12	-32
12	-33
11	-33
11	-32
11	-31
11	-30
10	-30
10	-31
10	-32
9	-32
9	-31
8	-31
8	-30
9	-30
9	-29
9	-28
8	-28
8	-29
7	-29
7	-30
6	-30
5	-30
5	-29
5	-28
5	-27
4	-27
4	-28
3	-28
2	-28
1	-28
1	-29
0	-29
0	-30
0	-31
0	-32
1	-32
1	-31
2	-31
2	-32
3	-32
3	-33
4	-33
5	-33
5	-34
5	-35
4	-35
4	-36
4	-37
5	-37
5	-38
4	-38
4	-39
5	-39
5	-40
4	-40
4	-41
3	-41
3	-42
3	-43
3	-44
3	-45
4	-45
4	-46
4	-47
3	-47
3	-46
2	-46
2	-47
2	-48
2	-49
1	-49
0	-49
0	-50
1	-50
2	-50
2	-51
1	-51
1	-52
2	-52
3	-52
4	-52
5	-52
6	-52
7	-52
7	-53
8	-53
8	-52
8	-51
7	-51
6	-51
5	-51
5	-50
6	-50
7	-50
8	-50
9	-50
10	-50
10	-49
10	-48
9	-48
9	-47
8	-47
8	-48
7	-48
7	-49
6	-49
5	-49
4	-49
3	-49
3	-50
4	-50
4	-51
3	-51
